Code,Device,Manufacturer,Base,Package,Leaded Equivalent/Data
5A6,PZM5.6NB2A,Phi,A,SOT346,dual ca 5.6V 0.3W zener
5AR,BC807-16R,Phi,R,SOT23R,BC327-16
5B,MMBT4123,Mot,N,SOT23,2N4123
5B,BC807-25,SGS,N,SOT23,BC327-25
5Bs,BC807-25,Sie,N,SOT23,BC327-25
5Bs,BC807-25W,Sie,N,SOT323,BC327-25
5Bs,BC807-25U,Sie,N,SC74,BC327-25
5Bp,BC807-25,Phi,N,SOT23,BC327-25
5Bt,BC807-25,Phi,N,SOT23,BC327-25
5Bt,BC807-25W,Phi,N,SOT323,BC327-25
5B-,BC807-25W,Phi,N,SOT323,BC327-25
5B,MMBD6100,Mot,B,SOT23,cc dual diode 70V 0.2A
5B,FMMD6100,Zet,B,SOT23,cc dual diode 70V 0.2A
5BM,MMBD6100,Mot,B,SOT23,cc dual diode 70V 0.2A
5BR,BC807-25R,Phi,R,SOT23R,BC327-25
5C,BC807-40,SGS,N,SOT23,BC327-40
5Cs,BC807-40,Sie,N,SOT23,BC327-40
5Cs,BC807-40W,Sie,N,SOT323,BC327-40
5Cp,BC807-40,Phi,N,SOT23,BC327-40
5Ct,BC807-40,Phi,N,SOT23,BC327-40
5Ct,BC807-40W,Phi,N,SOT323,BC327-40
5C-,BC807-40W,Phi,N,SOT323,BC327-40
5C,MMBD7000,Mot,D,SOT23,2 ser diodes 100V 0.2A
5C,FMMD7000,Zet,D,SOT23,2 ser diodes 70V 200mA
5CR,BC807-40R,Phi,R,SOT23E,BC327-40
5D,FMMD914,Zet,C,SOT23,1N914
5D,MMBD914,Mot,C,SOT23,1N914
5D,MMSD914,Mot,I,SOD123,1N914
5D,HD2A,Zet,B,dual cc HD2 75V 100mA
5Dp,BC807,Phi,N,SOT23,BC327
5Dt,BC807,Phi,N,SOT23,BC327
5Dt,BC807W,Phi,N,SOT323,BC327
5D-,BC807W,Phi,N,SOT323,BC327
5E,BC808-16,Phi,N,SOT23,BC328-16
5Es,BC808-16,Sie,N,SOT23,BC328-16
5Es,BC808-16W,Sie,N,SOT323,BC328-16
5E,FMMT-A43R,Zet,R,SOT23R,MPSA43
5E,BC808-16,Phi,N,SOT23,BC328-16
5ER,BC808-16R,Phi,R,SOT23R,BC328-16
5F,BC808-25,Phi,N,SOT23,BC328-25
5Fs,BC808-25,Sie,N,SOT23,BC328-25
5Fs,BC808-25W,Sie,N,SOT323,BC328-25
5F,MMBD501,Mot,C,SOT23,MBD501 hot carrier diode
5F,Gali-5F,MC,AZ,SOT89,DC-4GHz MMIC amp 20 dB gain
5FR,BC808-25R,Phi,R,SOT23R,BC328-25
5G,BC808-40,Phi,N,SOT23,BC328-40
5Gs,BC808-40,Sie,N,SOT23,BC328-40
5Gs,BC808-40W,Sie,N,SOT323,BC328-40
5G,MMBD353,Mot,D,dual series MBD101
5GR,BC808-40R,Phi,R,SOT23R,BC328-40
5H,MMBD701,Mot,C,SOT23,MBD701 UHF schottky diode
5Hp,BC808,Phi,N,SOT23,BC328
5HZ,BC808,Zet,N,SOT23,BC328
5H,MMBD4148,Nat,C,SOT23,1N4148
5I,MMSD4148,Mot,C,1N4148
5J,FMMT38B,Zet,N,BCX38B
5K,MMBV809,Mot,C,SOT23,Hyperabrupt varicap
5Kp,BAP64-05,Phi,B,dual cc 3GHz RF pin diode
5L,MMBV609,Mot,B,SOT23,dual cc Hyperabrupt varicap
5N,MMBD452L,Mot,D,SOT23,series UHF schottky diodes
5P,FMMT2907AR,Zet,R,SOT23R,2N2907A
5T,BCW66GR,Sie,R,SOT23R,npn 45V 0.8A 350mW
5V,BCW65BR,Zet,R,SOT23R,npn 32V 0.8A
5V1,PZM5.1NB,Phi,C,SOT346,5.1V 0.3W zener
5V6,PZM5.6NB,Phi,C,SOT346,5.6V 0.3W zener
5W,BCW67BR,Zet,R,SOT23R,pnp 32V 0.8A
5Y1,BZV49-C5V1,Phi,O,SOT89,5.1V 1W zener
5Y6,BZV49-C5V6,Phi,O,SOT89,5.6V 1W zener
6 (red),BBY56-03W,Sie,I,SOD323,varicap
60s,BAR60,Sie,QQ,SOT143,3 pin diodes
605,NDS0605,Fch,M,SOT23,P-ch mosfet 60V 180mA
61s,BAR61,Sie,PQ,SOT143,3 pin diodes pi atten
61A,MMBF4117,Nat,F,-,n-ch jfet ultra low i/p Ig
61C,MMBF4118,Nat,F,-,n-ch jfet ultra low i/p Ig
61A,MMBF4119,Nat,F,-,n-ch jfet ultra low i/p Ig
61J,MMBF4091,Nat,F,-,n-ch jfet sw/chopper
61K,MMBF4092,Nat,F,-,n-ch jfet sw/chopper
61L,MMBF4093,Nat,F,-,n-ch jfet sw/chopper
61M,MMBF4859,Nat,F,-,n-ch jfet sw/chopper
61N,MMBF5514,Nat,F,-,p-ch jfet sw/chopper
61P,MMBF5115,Nat,F,-,p-ch jfet sw/chopper
61Q,MMBF5516,Nat,F,-,p-ch jfet sw/chopper
61S,MMBF5458,Nat,F,-,n-ch jfet gp 2N5458
61T,MMBF5459,Nat,F,-,n-ch jfet gp 2N5459
61U,MMBF5461,Nat,F,-,p-ch jfet gp 2N5461
61V,MMBF5462,Nat,F,-,p-ch jfet gp 2N5462
62,DTC123YE,Roh,N,EMT3,npn dtr 2k2 +10k 50V 100mA
62,DTC123YUA,Roh,N,SC70,npn dtr 2k2 +10k 50V 100mA
62,DTC123YKA,Roh,N,SC59,npn dtr 2k2 +10k 50V 100mA
62P,MMBFJ201,Nat,F,-,n-ch jfet gp J201
62Q,MMBFJ202,Nat,F,-,n-ch jfet gp J202
62R,MMBFJ203,Nat,F,-,n-ch jfet gp J203
62S,MMBFJ270,Nat,F,-,p-ch jfet gp J270
62T,MMBFJ271,Nat,F,-,p-ch jfet gp J271
62V,PZM62NB1,Phi,C,SOT346,62V 0.3W zener
62Y,BZV49-C62,Phi,O,SOT89,62V 1W zener
63s,BAT64,Sie,C,SOT23,Schottky 40V 250mA gp
63s,BAT64W,Sie,C,SOT323,Schottky 40V 250mA gp
63Q,MMBFJ304,Nat,F,-,n-ch jfet vhf J304
64,DTC114YE,Roh,N,EMT3,npn dtr 10k + 47k 50V 100mA
64,DTC114YUA,Roh,N,SC70,npn dtr 10k + 47k 50V 100mA
64,DTC114YKA,Roh,N,SC59,npn dtr 10k + 47k 50V 100mA
64s,BAT64-04,Sie,D,SOT23,dual ser gp Schottky 40V 250mA
64s,BAT64-04W,Sie,D,SOT323,dual ser gp Schottky 40V 250mA
65s,BAT64-05,Sie,B,SOT23,dual cc gp Schottky 40V 250mA
65s,BAT64-05W,Sie,B,SOT323,dual cc gp Schottky 40V 250mA
66s,BAT64-06,Sie,A,SOT23,dual ca gp Schottky 40V 250mA
66s,BAT64-06W,Sie,A,SOT323,dual ca gp Schottky 40V 250mA
67s,BAT64-07,Sie,S,SOT143,dual gp Schottky 40V 250mA
67s,BAT64-07W,Sie,S,SOT343,dual gp Schottky 40V 250mA
67,BFP67,Tfk,X,-,npn Rf fT 7.5GHz 10V 50mA
67R,BFP67R,Tfk,WQ,-,npn Rf fT 7.5GHz 10V 50mA
68Y,BZV49-C68,Phi,O,SOT89,68V 1W zener
68V,PZM68NB1,Phi,C,SOT346,68V 0.3W zener
69,DTA114YE,Mot,N,SOT416,pnp dtr 10k +47k
69,DTC115EE,Roh,N,EMT3,npn dtr 100k+100k 50V 20mA
69,DTC115EUA,Roh,N,SC70,npn dtr 100k+100k 50V 20mA
69,DTC115EKA,Roh,N,SC59,npn dtr 100k+100k 50V 20mA
605,NDS0605,Fch,M,-,p-ch sw mosfet 60V
610,NDS0610,Fch,M,-,p-ch sw mosfet 60V
614,FMMT614,Zet,N,SOT23,sw
617,FMMT617,Zet,N,SOT23,npn sw 15V 3A
618,FMMT618,Zet,N,SOT23,npn sw 20V 2.5A
619,FMMT619,Zet,N,SOT23,npn sw 50V 2A
621,PZM6.2NB1,Phi,C,SOT346,6.2V 0.3W zener
622,PZM6.2NB2,Phi,C,SOT346,6.2V 0.3W zener
623,PZM6.2NB3,Phi,C,SOT346,6.2V 0.3W zener
624,FMMT624,Zet,N,SOT23,-
625,FMMT625,Zet,N,SOT23,-
634,FMMT634,Zet,N,SOT23,100V 0.9A darlington npn
651,PZT651,Mot,N,SOT223,npn 60V 1A
681,PZM6.8NB1,Phi,C,SOT346,6.8V 0.3W zener
682,PZM6.8NB2,Phi,C,SOT346,6.8V 0.3W zener
683,PZM6.8NB1,Phi,C,SOT346,6.8V 0.3W zener
6A,MMBF4416,Mot,F,SOT23,2N4416 n-ch vhf jfet
6A,MUN2111,Mot,N,SOT23,pnp dtr with 10k+10k
6A,MUN5111,Mot,N,SOT323,pnp dtr with 10k+10k
6A,BC817-16,Phi,N,SOT23,BC337-16
6As,BC817-16,Sie,N,SOT23,BC337-16
6As,BC817-16,Sie,N,SOT323,BC337-16
6Ap,BC817-16W,Phi,N,SOT23,BC337-16
6At,BC817-16,Phi,N,SOT23,BC337-16
6At,BC817-16W,Phi,N,SOT323,BC337-16
6A-,BC817-16W,Phi,N,SOT323,BC337-16
6A2,PZM6.2NB2A,Phi,A,SOT346,dual ca 6.2V 0.3W zener
6A8,PZM6.8NB2A,Phi,A,SOT346,dual ca 6.8V 0.3W zener
6AR,BC817-16R,Phi,R,SOT23,BC337-16
6AZ,BC817-16,Zet,N,SOT23,BC337-16
6B,MMBF5484,Mot,F,SOT23,n-ch jfet 2N5484
6B,BC817-25,Phi,N,SOT23,BC337-25
6Bs,BC817-25,Sie,N,SOT23,BC337-25
6Bs,BC817-25W,Sie,N,SOT323,BC337-25
6Bp,BC817-25,Phi,N,SOT23,BC337-25
6Bt,BC817-25,Phi,N,SOT23,BC337-25
6Bt,BC817-25W,Phi,N,SOT323,BC337-25
6B-,BC817-25W,Phi,N,SOT323,BC337-25
6B,MUN2112,Mot,N,SOT23,pnp dtr 22k+22k
6B,MUN5112,Mot,N,SOT323,MUN2112
6BR,BC817-25R,Phi,R,SOT23R,BC337-25
6BZ,BC817-25,Zet,N,SOT23,BC337-25
6C,BC817-40,Phi,N,SOT23,BC337-40
6Cs,BC817-40,Sie,N,SOT23,BC337-40
6Cs,BC817-40W,Sie,N,SOT323,BC337-40
6Cp,BC817-40,Phi,N,SOT23,BC337-40
6Ct,BC817-40,Phi,N,SOT23,BC337-40
6Ct,BC817-40W,Phi,N,SOT323,BC337-40
6C-,BC817-40W,Phi,N,SOT323,BC337-40
6C,MMBFU310,Mot,F,SOT23,n-ch jfet U310
6C,MUN2113,Mot,N,SOT23,pnp dtr 47k+47k
6C,MUN5113,Mot,N,SOT323,MUN2113
6CR,BC817-40R,Phi,R,SOT23R,BC337-40
6CZ,BC817-40,Zet,N,SOT23,BC337-40
6Dp,BC817,Phi,N,SOT23,BC337
6Dt,BC817,Phi,N,SOT23,BC337
6Dt,BC817W,Phi,N,SOT323,BC337
6D-,BC817W,Phi,N,SOT323,BC337
6D,MMBF5457,Mot,F,SOT23,2N5457 n-ch jfet
6D,MUN2114,Mot,N,SOT23,pnp dtr 10k+47k
6D,MUN5114,Mot,N,SOT323,MUN21141
6DZ,BC817,Zet,N,SOT23,BC337
6E,FMMT-A93R,Zet,R,SOT23R,MPSA93
6E,MMBF5460,Mot,F,SOT23,p-ch jfet 2N5460
6E,BC818-16,Phi,N,SOT23,BC338-16
6Es,BC818-16,Sie,N,SOT23,BC338-16
6Es,BC818-16W,Sie,N,SOT323,BC338-16
6E,MUN2115,Mot,N,SOT23,pnp dtr R1 10k
6E,MUN5115,Mot,N,SOT323,MUN2115
6ER,BC818-16R,Phi,R,SOT23,BC338-16
6EZ,BC818-16,Zet,N,SOT23,BC338-16
6F,MMBF4860,Mot,F,SOT23,2N4860 n-ch jfet
6F,BC818-25,Phi,N,SOT23,BC338-25
6Fs,BC818-25,Sie,N,SOT23,BC338-25
6Fs,BC818-25W,Sie,N,SOT323,BC338-25
6F,MUN2116,Mot,N,SOT23,pnp dtr R1 4k7
6F,MUN5116,Mot,N,SOT323,MUN2116
6F,Gali-6F,MC,AZ,SOT89,DC-4GHz MMIC amp 12 dB gain
6FR,BC818-25R,Phi,R,SOT23R,BC338-25
6FZ,BC818-25,Zet,N,SOT23,BC338-25
6G,BC818-40,Phi,N,SOT23,BC338-40
6Gs,BC818-40,Sie,N,SOT23,BC338-40
6Gs,BC818-40W,Sie,N,SOT323,BC338-40
6G,MMBF4393,Mot,F,SOT23,n-ch jfet 2N4393
6G,MUN2130,Mot,N,SOT23,pnp dtr 1k0+1k0
6G,MUN5130,Mot,N,SOT323,"ial"">MUN2130"
6GR,BC818-40R,Phi,R,SOT23,BC338-40
6GZ,BC818-40,Zet,N,SOT23,BC338-40
p6G,PMBF4393,Phi,F,SOT23,n-ch jfet 2N4393
6Hp,BC818,Phi,N,SOT23,BC338
6HZ,BC818,Zet,N,SOT23,BC338
6H,MMBF5486,Mot,F,SOT23,n-ch jfet 2N5486
6H,MUN2131,Mot,N,SOT23,pnp dtr 2k2 +2k2
6H,MUN5131,Mot,N,SOT323,MUN2121
6J,MMBF4391,Mot,F,SOT23,n-ch jfet 2N4391
6J,MUN2132,Mot,N,SOT23,pnp dtr 4k7+ 4k7
6J,MUN5132,Mot,N,SOT323,MUN2132
p6J,MMBF4391,Phi,F,SOT23,n-ch jfet 2N4391
6K,MMBF4932,Mot,F,SOT23,n-ch jfet 2N4932
6K,MUN2133,Mot,N,SOT23,pnp dtr 4k7+ 47k
6K,MUN5133,Mot,N,SOT323,MUN2133
p6K,MMBF4932,Phi,F,SOT23,n-ch jfet 2N4932
6L,MMBF5459,Mot,F,SOT23,n-ch jfet 2N5459
6L,MUN2134,Mot,N,SOT23,pnp dtr 22k+47k
6L,MUN5134,Mot,N,SOT323,MUN2134
6M,MMBF5485,Nat,F,SOT23,n-ch jfet vhf 2N5485
6N,MMBF4861,Nat,F,SOT23,n-ch jfet sw/chopper
6Q,MMBFJ305,Nat,F,-,n-chjfet vhf J305
6P,MMBFJ111,Nat,F,-,J111 n-ch jfet
6P,BCX71HR,Phi,R,SOT23R,BCX79
6R,MMBFJ112,Nat,F,-,J112 n-chjfet
6P,MMBFJ113,Nat,F,-,J113 n-ch jfet
6S,MMBFJ176,Nat,F,-,J176 n-ch jfet
6S,MMSD71,Mot,C,-,gp Si diode
p6S,PMBFJ176,Phi,F,-,J176 n-ch jfet
6T,BCW68GR,Sie,R,-,pnp 45V 0.8A 350mW
6T,MMBFJ310,Mot,F,SOT23,uhf n-ch jfet J310
6U,MMBFJ309,Nat,F,SOT23,uhf n-ch jfet J309
6V,BCW65CR,Zet,R,SOT23R,npn 32V 0.8A
6V,MMBFJ174,Nat,F,-,J174 p-ch jfet sw/chopper
6V2,PZM6.2NB,Phi,C,SOT346,6.2V 0.3W zener
6V8,PZM6.8NB,Phi,C,SOT346,6.8V 0.3W zener
6W,BCW67CR,Zet,R,SOT23R,pnp32V 0.8A
6W,MMBFJ175,Mot,F,SOT23,J175 p-ch jfet
p6W,PMBFJ175,Phi,F,SOT23,J175 p-ch jfet
6X,MMBFJ174,Nat,F,-,J174 p-ch jfet sw/chopper
p6X,PMBFJ174,Phi,F,-,J174 p-ch jfet sw/chopper
6Y,MMBFJ177,Mot,F,SOT23,J177 p-ch jfet
p6Y,PMBFJ177,Phi,F,SOT23,J177 p-ch jfet
6Y2,BZV49-C6V2,Phi,O,SOT89,6.2V 1W zener
6Y8,BZV49-C6V8,Phi,O,SOT89,6.8V 1W zener
6Z,MMBF170,Mot,M,SOT23,tmosfet n-ch Vds 60V
7 (white),BBY55-02W,Sie,I,SCD80,UHF Varicap
70,BFQ70,Sie,CX,SOT173,npn fT 5.2GHz 15V 35mA
71,BFQ71,Sie,CX,SOT173,npn fT 5.2GHz 15V 30mA
72,BFQ72,Sie,CX,SOT173,npn fT 5.1GHz 15V 50mA
72,2N7002,Sil,M,SOT23,n-ch mosfet 60V 170mA
73s,BAS70,Sie,C,SOT23,schottky diode 70V 50mA
73p,BAS70,Phi,C,SOT23,schottky diode 70V 50mA
73t,BAS70,Phi,C,SOT23,schottky diode 70V 50mA
73t,BAS70W,Phi,C,SOT323,schottky diode 70V 50mA
73-,BAS70W,Phi,C,SOT323,schottky diode 70V 50mA
73,MA4CS101A,M/A,C,SOT23,schottky diode 70V 50mA
73,BFQ73,Sie,CX,SOT173,npn fT 4.9GHz 15V 75mA
73,2SC5004,Nec,N,-,npn RF 5GHz @5V 5mA
73S,BFQ73S,Sie,CX,SOT173,npn fT 5.3GHz 15V 100mA
74,BFQ74,Sie,CX,SOT173,npn fT 6GHz 16V 35mA
74s,BAS70-04,Sie,D,SOT23,dual series BAS70
74p,BAS70-04,Phi,D,SOT23,dual series BAS70
74t,BAS70-04,Phi,D,SOT23,dual series BAS70
74t,BAS70-04W,Phi,D,SOT323,dual series BAS70
74t,BAS70-04W,Phi,D,SOT323,dual series BAS70
74,MA4CS101B,M/A,D,SOT23,dual series MA4CS101A (73)
74,DTA114WE,Rho,N,EMT3,pnp dtr 10k + 4k7 50V 100mA
74,DTA114WUA,Rho,N,SC70,pnp dtr 10k + 4k7 50V 100mA
74,DTA114WKA,Rho,N,SC59,pnp dtr 10k + 4k7 50V 100mA
74,2SC5005,Nec,N,-,npn RF 5.5GHz @5V 5mA
75s,BAS70-05,Sie,B,SOT23,dual cc BAS70
75s,BAS70-05W,Sie,B,SOT323,dual cc BAS70
75p,BAS70-05,Phi,B,SOT23,dual cc BAS70
75t,BAS70-05W,Phi,B,SOT323,dual cc BAS70
75t,BAS70-05,Phi,B,SOT23,dual cc BAS70
75-,BAS70-05W,Phi,B,SOT323,dual cc BAS70
75,BFQ75,Sie,CX,SOT173,pnp fT 5GHz 12V 50mA
75Y,BZV49-C75,Phi,O,SOT89,75V 1W zener
76s,BAS70-06,Sie,A,SOT23,dual ca BAS70
76p,BAS70-06,Phi,A,SOT23,dual ca BAS70
76t,BAS70-06,Phi,A,SOT23,dual ca BAS70
76t,BAS70-06W,Phi,A,SOT323,dual ca BAS70
76-,BAS70-06W,Phi,A,SOT323,dual ca BAS70
76,BFQ76,Sie,CX,SOT173,pnp fT 5GHz 15V 30mA
76,DTA144WE,Rho,N,EMT3,pnp dtr 47k + 22k 50V 30mA
76,DTA144WUA,Rho,N,SC70,pnp dtr 47k + 22k 50V 30mA
76,DTA144WKA,Rho,N,SC59,pnp dtr 47k + 22k 50V 30mA
77s,BAS70-07,Sie,S,SOT143,dual BAS70
77s,BAS70-07,Sie,S,SOT343,dual BAS70
77,MA4CS101E,M/A,S,SOT143,dual MA4CS101A (73)
77,BFQ77,Sie,CX,SOT173,npn fT 7GHz 15V 20mA
78,MMBT4258,Nat,N,SOT23,pnp sw fT 700MHz
701,2N7001,Mot,M,SOT23,n-ch mosfet
702,2N7002,Mot,M,SOT23,n-ch mosfet 60V 0.11A
703,2N7003,Mot,M,SOT23,n-ch mosfet
712,NDS7002A,Nat,M,SOT23,n-ch mosfet 60V 0.28A
717,FMMT717,Zet,N,SOT23,pnp sw 0.625W 2.5A 12V
718,FMMT718,Zet,N,SOT23,pnp sw 0.625W 1.5A 20V
720,FMMT720,Zet,N,SOT23,pnp sw 0.625W 1.5A
722,FMMT722,Zet,N,SOT23,pnp sw
723,FMMT723,Zet,N,SOT23,pnp sw
751,PZM7.5NB1,Phi,C,SOT346,7.5V 0.3W zener
752,PZM7.5NB2,Phi,C,SOT346,7.5V 0.3W zener
753,PZM7.5NB3,Phi,C,SOT346,7.5V 0.3W zener
7A,MMBR901,Mot,N,SOT23,npn RF MRF901
7A,MUN5211DW1,Mot,DN,SOT363,dual npn dtr 10k+10k
7A5,PZM7.5NB2A,Phi,A,SOT346,dual ca 7.5V 0.3W zener
7B,MMBR920,Mot,N,SOT23,npn RF ?MRF920
7B,MUN5212DW1,Mot,DN,SOT363,dual npn dtr 22k+22k
7C,MMBR930,Mot,N,SOT23,npn RF ?MRF930
7C,MUN5213DW1,Mot,DN,SOT363,dual npn dtr 47k+47k
7D,MMBR931,Mot,N,SOT23,npn RF ?MRF931
7D,HD4A,Zet,A,-,ca dual HD3A
7D,MUN5214DW1,Mot,DN,SOT363,dual npn dtr 10k+47k
7E,FMMT-A42R,Zet,R,-,MPSA42
7E,MMBR2060,Mot,N,-,npn RF fT 1GHz Vce 30V 50mA
7E,MUN5215DW1,Mot,DN,SOT363,dual npn 10k base res
7F,MMBR4957,Mot,N,-,npn RF fT 1.2GHz 30V 30mA
7F,MUN5211DW1,Mot,DN,SOT363,dual npn dtr R1 4k7
7G,MMBR5031,Mot,N,SOT23,npn RF fT 1GHz 10V 20mA
7G,MUN5230DW1,Mot,DN,SOT363,dual npn dtr 1k0+1k0
7H,MMBR5179,Mot,N,SOT23,npn RF 2N5179/BFY90
7H,MUN5231DW1,Mot,DN,SOT363,dual npn dtr 2k2+2k2
7J,FMMT38C,Zet,N,SOT23,BCX38C
7J,MUN5232DW1,Mot,DN,SOT363,dual npn dtr 4k7+4k7
7K,MMBR2857,Mot,N,-,npn RF fT 1GHz Vce 15V 40mA
7K,MUN5233DW1,Mot,DN,SOT363,dual npn dtr 4k7+47k bias
7L,MUN5234DW1,Mot,DN,SOT3636,dual npn dtr 22k+47k bias
7M,MUN5235DW1,Mot,DN,SOT363,dual npn dtr 2k2+47k bias
7M,MMBR521L,Mot,N,SOT23,pnp RF MRF521
7M,BCW66HR,Zet,R,SOT23R,npn 45V 0.8A
7N,MMBR941BL,Mot,N,SOT23,npn RF fT 8GHx MRF941
7N,BCW68HR,Zet,R,SOT23,pnp 45V 0.8A
7P,BCW66FR,SGS,R,SOT23R,npn 45V 0.8A 350mW
7P,MMBR911L,Mot,N,SOT23,npn RF fT 6GHz MRF911
7R,MMBR536,Mot,N,-,npn RF MRF536
7T,BCW68FR,Zet,R,SOT23R,pnp 45V 0.8A
7V5,PZM7.5NB,Phi,C,SOT346,7.5V 0.3W zener
7X,MMBR571L,Mot,N,SOT23,npn RF fT 8GHz MRF571
7Y,MMBR941L,Mot,N,SOT23,npn RF fT 8GHz MRF941
7Y5,BZV49-C7V5,Phi,O,SOT89,7.5V 1W zener
7Z,MMBR951L,Mot,N,SOT23,npn RF fT7.5GHz MRF951
8 (yellow),BBY58-03W,Sie,I,SOD323,varicap
81,ZMV831BV2,Zet,I,SOD523,28V hyperabrupt varicap 15pF @2V
81A,MMBZ5250B,Mot,C,SOT23,20V zener 0.225W
81A,PMBZ5250B,Phi,C,SOT23,20V zener 0.225W
81B,MMBZ5251B,Mot,C,SOT23,22V zener 0.225W
81B,PMBZ5251B,Phi,C,SOT23,22V zener 0.225W
81C,MMBZ5252B,Mot,C,SOT23,24V zener 0.225W
81C,PMBZ5252B,Phi,C,SOT23,24V zener 0.225W
81D,MMBZ5253B,Mot,C,SOT23,25V zener 0.225W
81D,PMBZ5253B,Phi,C,SOT23,25V zener 0.225W
81E,MMBZ5254B,Mot,C,SOT23,27V zener 0.225W
81E,PMBZ5254B,Mot,C,SOT23,27V zener 0.225W
81F,MMBZ5255B,Mot,C,SOT23,28V zener 0.225W
81F,PMBZ5255B,Sie,C,SOT23,28V zener 0.225W
81G,MMBZ5256B,Mot,C,SOT23,30V zener 0.225W
81G,PMBZ5256B,Phi,C,SOT23,30V zener 0.225W
81H,MMBZ5257B,Mot,C,SOT23,33V zener 0.225W
81H,PMBZ5257B,Phi,C,SOT23,33V zener 0.225W
82,2SC5009,Nec,N,-,npn RF fT 12GHz @ 3V 5mA
82,ZMV832BV2,Zet,I,SOD523,28V hyperabrupt varicap 22pF @2V
82P,BFP182T,Tfk,X,-,npn RF fT 7.5GHz 10V 35mA
83,MMBT4400,Nat,N,-,npn 2N4400
83s,BAT68,Sie,C,SOT23,gp Schottky 8V 130mA
83s,BAT68W,Sie,C,SOT323,gp Schottky 8V 130mA
83,2SC5010,Nec,N,-,npn RF fT 12GHz 3V 10mA
83,MA4CS102A,M/A,C,SOT23,schottky diode 8V 30mA
83P,BFP183T,Tfk,X,-,npn RF fT 7.4GHz 10V 65mA
84s,BAT68-04,Sie,D,SOT23,dual ser gp Schottky 8V 130mA
84s,BAT68-04W,Sie,D,SOT323,dual ser gp Schottky 8V 130mA
84,MA4CS102B,M/A,D,SOT23,dual ser schottky diode 8V 30mA
84,DTC114WE,Rho,N,EMT3,npn dtr 10k + 4k7 50V 100mA
84,DTC114WUA,Rho,N,SC70,npn dtr 10k + 4k7 50V 100mA
84,DTC114WKA,Rho,N,SC59,npn dtr 10k + 4k7 50V 100mA
85,MMBD1701,Nat,C,-,Fast Si diode 30V 50mA
85,MA4CS102A,M/A,B,SOT23,dual cc schottky diode 8V 30mA
85s,BAT68-05,Sie,B,SOT23,gp dual cc Schottky 8V 130mA
85s,BAT68-05W,Sie,B,SOT323,gp dual cc Schottky 8V 130mA
86,MMBD1702,Nat,K,-,Fast Si diode 30V 50mA
86,DTC144WE,Rho,N,EMT3,npn dtr 47k + 22k 50V 30mA
86,DTC144WUA,Rho,N,SC70,npn dtr 47k + 22k 50V 30mA
86,DTC144WKA,Rho,N,SC59,npn dtr 47k + 22k 50V 30mA
86s,BAT68-06,Sie,A,SOT23,gp dual ca Schottky 8V 130mA
86s,BAT68-06W,Sie,A,SOT323,gp dual ca Schottky 8V 130mA
87,MMBD1703,Nat,D,-,dual ser MMBD1701
87,MA4CS102A,M/A,S,SOT143,dual schottky diode 8V 30mA
87s,BAT68-07,Sie,S,SOT143,gp dual schottky 8V 130mA
88,MMBD1704,Nat,B,-,dual cc MMBD1701
89,MMBD1705,Nat,A,-,dual ca MMBD1701
821,PZM8.2NB1,Phi,C,SOT23,8.2V 0.3W zener
822,PZM8.2NB2,Phi,C,SOT23,8.2V 0.3W zener
822,S822T,Tfk,X,-,npn RF fT 5.2GHz 6V 8mA
823,PZM8.2NB3,Phi,C,SOT23,8.2V 0.3W zener
852,S852T,Tfk,N,SOT23,npn RF fT 5.2GHz 6V 8mA
887,S887T,Tfk,W,SOT143,n-ch dg uhf mosfet
888,S888T,Tfk,W,SOT142,n-ch dg uhf mosfet
8A,NJM78L02A,NJR,KQ,SOT89,78L 2.0V 0.1A regulator
8A,MMBZ5226B,Mot,C,SOT23,3.3V zener 0.225W
8A,MUN2211,Mot,N,SOT23,npn dtr 10k +10k
8A,MUN5211,Mot,N,SOT323,npn dtr 10k +10k
8A2,PZM8.2NB2A,Phi,C,SOT23,dual ca 8.2V 0.3W zener
8B,NJM78L03A,NJR,KQ,SOT89,78L 3.0V 0.1A regulator
8B,MMBZ5227B,Mot,C,SOT23,3.6V zener 0.225W
8B,MUN2212,Mot,N,SOT23,npn dtr 22k+22k
8B,MUN5212,Mot,N,SOT323,npn dtr 22k+22k
8C,NJM78L05A,NJR,KQ,SOT89,78L 5.0V 0.1A regulator
8C,MMBZ5228B,Mot,C,SOT23,3.9V zener 0.225W
8C,MUN2213,Mot,N,SOT23,npn dtr 47k + 47k
8C,MUN5213,Mot,N,SOT323,npn dtr 47k + 47k
8D,MUN2214,Mot,N,SOT23,npn dtr 10k + 47k
8D,MUN5214,Mot,N,SOT323,MUN2214
8E,NJM78L06A,NJR,KQ,SOT89,78L 6.0V 0.1A regulator
8E,FMMT-A92R,Zet,R,SOT23R,MPSA92
8E,MMBZ5230B,Mot,C,SOT23,4.7V zener 0.225W
8E,MUN2215,Mot,N,SOT23,npn dtr R1 10k
8E,MUN5215,Mot,N,SOT323,npn dtr R1 10k
8F,NJM78L07A,NJR,KQ,SOT89,78L 7.0V 0.1A regulator
8F,MMBZ5231B,Mot,C,SOT23,5.1V zener 0.225W
8F,MUN2216,Mot,N,SOT23,npn dtr R1 4k7
8F,MUN5216,Mot,N,SOT323,MUN2216
8G,NJM78L08A,NJR,KQ,SOT89,78L 8.0V 0.1A regulator
